0, 3.481149
1, 2046.553246
2, 2053.389509
3, 2037.942906
4, 34.197389
5, 0.533416
6, 71.532008
7, 50.233584
8, 49.261760
9, 30.382518
10, 46.137519
11, 48.203791
12, 45.770416
13, 14.867610
14, 31.693648
15, 15.467872
16, 17.389663
17, 58.726608
18, 25.023955
19, 41.722610
20, 34.358713
21, 16.682056
22, 31.532153
23, 79.614233
24, 50.439621
25, 35.573138
26, 23.210612
27, 18.590600
28, 29.172643
29, 35.317671
30, 21.838046
31, 30.763608
32, 18.421200
33, 34.960669
34, 27.425488
35, 38.251139
36, 28.618028
37, 75.066119
38, 10.668151
39, 36.202983
40, 60.246395
41, 16.099615
42, 48.686685
43, 10.318211
44, 15.963017
45, 37.954714
46, 7.986705
47, 4.107711
48, 50.407105
49, 42.516249
50, 23.459099
51, 9.786343
52, 26.217857
53, 24.751560
54, 49.939027
55, 5.742319
56, 20.692497
57, 8.633531
58, 25.649993
59, 18.930898
60, 16.109871
61, 17.184537
62, 5.334826
63, 27.410482
64, 62.185833
65, 60.705729
66, 12.183718
67, 35.887413
68, 30.858977
69, 40.642062
70, 36.916841
71, 21.379899
72, 35.688663
73, 41.193353
74, 44.387107
75, 44.337611
76, 40.086237
77, 58.738031
78, 41.437346
79, 17.199885
80, 18.836126
81, 48.113895
82, 51.342875
83, 19.984440
84, 7.982598
85, 30.115904
86, 48.919055
87, 20.011641
88, 41.021288
89, 45.047293
90, 70.939962
91, 40.927991
92, 33.277050
93, 16.007647
94, 6.992269
95, 5.233267
96, 17.551365
97, 63.081045
98, 62.337474
99, 30.004448
100, 35.472374
101, 23.460242
102, 24.384948
103, 39.230161
104, 36.985785
105, 57.372777
106, 20.421453
107, 11.187647
108, 55.873702
109, 29.728132
110, 31.748793
111, 29.164378
112, 39.206242
113, 32.240381
114, 29.914200
115, 42.215080
116, 21.795120
117, 35.125948
118, 37.423200
119, 34.329788
120, 58.611582
121, 17.380359
122, 52.951851
123, 44.469115
124, 39.157118
125, 49.366014
126, 23.920410
127, 30.458767
128, 39.047764
129, 25.203447
130, 55.746567
131, 51.097390
132, 52.728369
133, 41.725313
134, 38.480265
135, 28.798754
136, 32.873922
137, 18.133289
138, 19.697681
139, 46.240327
140, 7.287339
141, 31.973366
142, 21.136309
143, 31.297434
144, 77.421038
145, 55.509639
146, 27.070352
147, 54.720581
148, 17.511656
149, 66.504519
150, 34.612234
151, 63.398712
152, 26.815392
153, 21.068508
154, 19.217654
155, 17.151314
156, 39.900573
157, 6.949239
158, 51.352589
159, 21.448980
160, 4.693527
161, 17.592428
162, 20.276024
163, 10.782137
164, 8.107353
165, 28.149753
166, 38.193423
167, 32.886707
168, 33.760952
169, 46.774979
170, 18.050847
171, 11.238872
172, 31.638358
173, 9.443624
174, 30.100028
175, 40.693570
176, 34.751784
177, 43.994085
178, 22.160720
179, 64.365761
180, 11.124495
181, 25.286347
182, 69.605936
183, 47.986931
184, 47.787059
185, 13.372099
186, 22.807185
187, 37.861263
188, 3.895627
189, 38.522404
190, 6.660340
191, 24.366247
192, 55.441023
193, 6.232294
194, 10.789527
195, 25.662509
196, 27.278104
197, 63.135197
198, 44.698270
199, 26.867221
200, 15.086609
201, 21.203471
202, 17.476401
203, 60.809795
204, 21.621895
205, 10.718031
206, 23.032982
207, 44.095011
208, 53.564652
209, 54.795573
210, 32.113030
211, 17.343167
212, 38.894165
213, 40.748735
214, 67.808353
215, 34.651395
216, 45.195724
217, 36.991424
218, 19.130563
219, 18.844238
220, 35.418385
221, 32.826415
222, 52.453478
223, 44.320191
224, 26.543370
225, 19.426803
226, 33.297488
227, 35.665175
228, 47.015190
229, 54.692523
230, 62.139851
231, 22.937606
232, 43.716594
233, 47.881355
234, 49.013665
235, 35.573025
236, 40.722952
237, 43.267940
238, 66.528971
239, 20.674949
240, 49.560554
241, 35.780850
242, 26.312950
243, 51.736158
244, 23.456505
245, 27.480373
246, 51.756255
247, 8.488226
248, 24.496837
249, 55.833907
250, 19.057429
251, 24.748921
252, 27.162188
253, 16.522711
254, 1.968335
255, 38.068053
256, 64.544132
257, 30.356042
258, 8.672074
259, 50.971739
260, 23.720198
261, 12.759429
262, 54.916869
263, 106.180686
264, 7.790275
265, 20.958579
266, 2.739668
267, 21.666435
268, 15.499342
269, 44.066657
270, 76.126224
271, 20.436299
272, 73.883882
273, 43.795436
274, 23.832213
275, 17.795438
276, 18.050061
277, 39.041723
278, 21.982500
279, 10.463880
280, 9.020737
281, 25.090134
282, 23.261234
283, 38.675079
284, 36.025554
285, 21.441060
286, 29.962337
287, 9.578345
288, 29.880629
289, 21.398210
290, 10.725247
291, 17.664920
292, 26.616824
293, 37.309405
294, 53.199136
295, 32.583438
296, 13.418340
297, 4.420787
298, 49.486544
299, 23.420338
300, 35.995426
301, 70.497976
302, 17.892508
303, 31.118838
304, 34.635635
305, 24.229376
306, 25.577028
307, 64.495322
308, 17.400390
309, 41.722280
310, 33.399508
311, 17.349098
312, 4.815613
313, 23.563801
314, 42.557631
315, 14.201359
316, 5.017724
317, 42.511465
318, 49.081099
319, 6.938310
320, 35.137832
321, 8.009685
322, 24.465433
323, 41.619008
324, 39.464091
325, 24.140152
326, 51.232182
327, 44.661693
328, 4.084813
329, 38.549041
330, 50.395702
331, 37.446246
332, 24.444387
333, 15.547371
334, 74.188565
335, 23.367006
336, 36.235366
337, 33.351164
338, 13.093412
339, 38.330597
340, 60.496530
341, 38.577399
342, 27.320409
343, 44.390077
344, 27.931316
345, 31.187593
346, 19.607056
347, 27.079947
348, 17.520143
349, 37.841407
350, 23.370476
