0, 3.31019, 0
1, 4.31313, -523.039
2, -11.6452, -500.733
3, 17.9831, -497.293
4, 10.5174, -17.8337
5, -0.144653, -13.9712
6, -2.39509, 10.873
7, -12.7789, 1.83958
8, 2.31561, 2.57965
9, -11.4862, -17.4671
10, -19.3346, -17.0653
11, -1.24558, 14.5637
12, 0.225087, -15.5899
13, -3.15588, -16.8193
14, -14.9701, 5.55329
15, 17.2217, 27.8589
16, 2.08875, 13.8787
17, -15.0022, -5.41064
18, -12.9434, 53.1162
19, 0.233345, -7.46151
20, -4.47402, -11.5375
21, 4.75875, 4.10921
22, -13.6331, -8.62525
23, -13.0496, 9.94304
24, 15.4019, 1.16333
25, 11.0937, -6.27248
26, 1.38205, 19.3615
27, -15.519, -18.7501
28, 12.4625, 2.57465
29, 12.3116, -6.93532
30, -1.20941, -14.0662
31, 9.58964, -25.4775
32, -5.89664, 4.64022
33, -6.01588, -18.053
34, 11.5449, 5.64207
35, 9.92242, -5.0302
36, -21.1126, -4.30171
37, -14.1463, -3.15862
38, -12.95, -12.4402
39, 12.5026, -1.21569
40, 23.4235, -9.25385
41, 9.97385, 0.746862
42, 9.92533, -4.69985
43, 1.8213, -8.36048
44, 14.1444, 1.12029
45, -19.5525, -9.1123
46, 0.715429, 9.21079
47, -17.5194, -2.53051
48, -2.398, -7.8657
49, -2.90685, -0.92448
50, 1.46114, -10.0428
51, 19.895, -1.62384
52, 5.05029, -0.943458
53, 6.21713, 10.128
54, -4.88725, -10.5695
55, 22.7236, -20.5706
56, 8.46714, -10.6774
57, 26.5794, -12.8554
58, -17.4901, -6.80242
59, -10.9616, -7.64188
60, 12.5726, 2.6697
61, -13.7089, -18.3031
62, 17.1635, 16.2093
63, -0.129342, -17.5708
64, 11.5794, 6.81446
65, 21.499, 10.2389
66, 33.4193, -18.0356
67, 29.4734, -6.27616
68, -9.2797, -0.56479
69, 20.8758, -3.74582
70, 15.209, 6.37124
71, -4.93368, 0.524261
72, 17.1045, 13.0678
73, -2.87902, 4.56102
74, -6.75393, -9.11357
75, -3.98061, 8.90519
76, 3.50558, 8.10963
77, 4.90191, -9.55796
78, -1.99041, 29.4067
79, -0.908195, -2.00931
80, -9.0401, 20.487
81, 0.996372, -13.1296
82, 5.1977, 14.7914
83, -1.15225, -21.9211
84, -3.74945, 8.69904
85, 5.16649, -3.86762
86, -19.8962, 7.15398
87, -2.29095, -17.8273
88, -12.2082, -4.92767
89, -9.17054, 2.12742
90, -1.09988, 0.00853125
91, 27.4979, -7.5721
92, 14.5069, 27.9616
93, -9.41496, -6.82204
94, 9.36812, 20.858
95, 5.94718, 15.6227
96, 6.79351, 4.02281
97, -11.5876, -6.6057
98, 10.57, 24.028
99, 0.639471, -5.82808
100, -2.26419, 14.7438
101, -2.10675, -10.3454
102, -16.4227, -8.93417
103, 0.103739, -2.09397
104, 1.12072, 8.65516
105, 9.35724, 9.64481
106, 3.69746, 19.8827
107, 1.68371, 0.92502
108, -24.6031, 29.1064
109, 1.26206, 11.1879
110, 11.5467, -14.8309
111, -14.3759, 8.23672
112, -4.03799, -8.48955
113, 15.2717, -19.6482
114, -7.84119, -4.93948
115, -14.8338, 4.75872
116, -19.4598, -8.9366
117, 1.13041, -31.1165
118, 1.20028, 3.96641
119, -17.7971, -7.06971
120, -5.71291, 5.42329
121, -16.5242, -5.42646
122, 15.7197, -0.984721
123, -2.12531, -3.99098
124, -20.026, 2.17099
125, 6.31474, -4.70689
126, -1.1114, 28.9345
127, 12.4578, 2.00845
128, -2.34765, 13.3673
129, 17.1805, -6.15057
130, 4.88977, -5.32299
131, -1.48426, 18.7176
132, -5.75178, -4.74258
133, -26.0977, -24.163
134, 22.8592, 1.68912
135, 0.756557, -4.71304
136, -1.48107, 12.9526
137, 12.7222, -16.3333
138, 9.17151, -18.3918
139, 7.23438, 3.19871
140, -0.0304474, -16.8771
141, -3.76721, -6.68113
142, -10.395, -7.3053
143, -18.8736, 14.346
144, 4.76466, 11.9561
145, -17.135, -0.822446
146, 2.0215, -7.96303
147, 0.652405, -11.5475
148, -26.1301, 6.37211
149, -20.4493, 27.9707
150, 27.5893, 35.5633
151, 18.1625, -0.0558863
152, -14.8704, 32.118
153, -23.7331, 16.3977
154, -1.81468, 6.14072
155, 3.89693, 17.1259
156, -2.23324, -17.024
157, -22.9987, -1.85722
158, 12.7264, 13.2365
159, -9.28668, 6.28683
160, -1.38731, -15.8986
161, 9.10766, 8.2508
162, 4.62729, 6.0853
163, 9.83446, 18.6059
164, -0.765482, 2.30037
165, 8.15553, -15.4805
166, 14.378, 3.6125
167, -10.0828, 1.77174
168, 8.28425, -10.9798
169, 17.716, -10.9666
170, 7.27369, -10.2746
171, -14.3909, 49.43
172, -2.30783, 11.5021
173, 6.29672, 0.488384
174, 17.9771, 1.54459
175, 17.193, 8.38891
176, -1.58027, -10.1009
177, 2.86647, -19.2755
178, 1.35759, -4.37126
179, -1.20803, 19.5963
180, 3.01474, 9.42303
181, -4.32884, 6.67549
182, -5.71735, 4.33886
183, -13.4566, 3.11855
184, -0.0161567, -1.38726
185, -12.33, -1.10579
186, -6.73084, -12.6212
187, 16.3934, 7.02485
188, 5.58955, 18.6109
189, 4.40345, 9.41239
190, -10.2626, -4.37454
191, -4.27452, -25.8396
192, 29.5718, -7.93965
193, 0.763001, 9.45741
194, 3.04133, 7.39873
195, 4.43455, -3.26164
196, -3.42415, 19.03
197, 26.9773, -15.2049
198, 4.82322, 16.5731
199, -11.607, -3.3263
200, -13.7466, 0.242695
201, 2.61759, 7.64736
202, -6.81734, 2.75388
203, -9.15436, -4.87472
204, 6.14416, -12.4476
205, -7.44697, -34.1984
206, -10.4558, 2.83282
207, -3.338, -23.0642
208, 2.80219, 3.83941
209, 32.1987, -0.176256
210, -4.48783, 23.9353
211, -5.2048, -4.85626
212, 13.2502, -10.0345
213, -19.6824, -15.4909
214, 4.40612, -13.0674
215, -19.3985, -2.35557
216, -9.64835, 18.3208
217, 4.41069, -27.7338
218, -14.5605, -16.0416
219, 5.49296, 16.6719
220, 2.62314, 1.81105
221, 5.65535, 10.3324
222, -13.7858, 16.0302
223, 14.5875, -11.6651
224, -15.9147, 6.03824
