1	6191
2	2011
2	7115
3	6832
3	7350
3	2234
4	1497
4	4380
4	3705
5	3667
5	437
5	4381
6	3790
6	2701
6	237
7	3763
7	406
7	1746
8	972
8	710
8	3013
9	2184
9	5438
9	3534
10	5514
10	1803
10	5817
11	2985
11	7995
11	7913
12	943
12	6436
12	6454
13	7984
13	6978
13	3378
14	445
14	5061
14	4253
15	1101
15	3484
15	1264
16	957
16	7626
16	1121
17	5184
17	6517
17	5148
18	3457
18	7160
18	2466
19	4835
19	1425
19	6451
20	7729
20	1685
20	3978
21	2299
21	7022
21	7118
22	7087
22	4452
22	1634
23	7834
23	2419
23	840
24	5872
24	7660
24	4011
25	5104
25	7908
25	518
26	3075
26	7454
26	2883
27	7516
27	8153
27	4961
28	3944
28	7600
28	7102
29	5727
29	3526
29	4834
30	1340
30	7417
30	7929
31	2303
31	7362
31	3254
32	6287
32	1980
32	4480
33	4014
33	5359
33	5010
34	8109
34	1221
34	5493
35	18
35	1530
35	7185
36	4591
36	5258
36	4616
37	7383
37	5039
37	2383
38	5971
38	7884
38	6669
39	1686
39	4063
39	1333
40	6822
40	6500
40	3703
41	3497
41	2369
41	4781
42	5026
42	1278
42	2147
43	2293
43	6512
43	4723
44	96
44	8160
44	5556
45	5373
45	6200
45	2776
46	6612
46	5032
46	1788
47	4542
47	1093
47	2804
48	801
48	2557
48	4379
49	3620
49	4633
49	637
50	4999
50	7174
50	3656
51	7693
51	6816
51	5990
52	1308
52	4697
52	6077
53	512
53	2565
53	5059
54	4083
54	3033
54	3884
55	2500
55	7725
55	1345
56	7842
56	3099
56	1303
57	4272
57	2716
57	1512
58	5655
58	5597
58	667
59	7549
59	2767
59	5847
60	5535
60	3588
60	1913
61	6976
61	3208
61	2377
62	5461
62	5489
62	7869
63	5394
63	7985
63	7063
64	2412
64	245
64	4443
65	869
65	146
65	4219
66	6402
66	3564
66	8064
67	5587
67	8008
67	827
68	4767
68	3836
68	6611
69	4947
69	2754
69	4742
70	1711
70	6188
70	1756
71	1822
71	7432
71	1013
72	4195
72	4362
72	2175
73	4673
73	4037
73	7314
74	7365
74	3509
74	3389
75	1380
75	2626
75	2053
76	2494
76	7215
76	7141
77	851
77	6807
77	5225
78	1811
78	6497
78	3448
79	6395
79	2969
79	6635
80	6987
80	4143
80	8133
81	3261
81	6882
81	3409
82	3080
82	7879
82	6244
83	6516
83	5063
83	4423
84	7360
84	3084
84	28
85	2380
85	5716
85	2591
86	7269
86	3540
86	6024
87	4198
87	4617
87	7468
88	4073
88	2183
88	5353
89	4500
89	5714
89	2421
90	1010
90	3940
90	7260
91	2775
91	6527
91	5998
92	1988
92	5160
92	4477
93	3759
93	66
93	5610
94	1772
94	3182
94	167
95	6004
95	2498
95	7555
96	3277
96	51
96	4335
97	8071
97	6182
97	1246
98	7618
98	441
98	4721
99	8117
99	1901
99	5956
100	6609
100	4777
100	4686
101	5142
101	2947
101	4765
102	3666
102	352
102	5347
103	3990
103	3319
103	3621
104	4718
104	7862
104	4799
105	6556
105	272
105	6738
106	7551
106	2937
106	3915
107	5135
107	2352
107	3336
108	5066
108	4678
108	4462
109	2484
109	6365
109	419
110	2851
110	4796
110	6301
111	3170
111	7338
111	1214
112	4898
112	6780
112	2930
113	3320
113	3706
113	3752
114	7662
114	4181
114	3172
115	7508
115	7473
115	4498
116	5544
116	4353
116	1410
117	5176
117	5837
117	4685
118	5057
118	3913
118	4965
119	4284
119	3736
119	6302
120	3255
120	6372
120	1014
121	4280
121	3396
121	1975
122	4055
122	653
122	6359
123	8100
123	456
123	5996
124	1818
124	7092
124	4877
125	4995
125	6834
125	7520
126	302
126	1097
126	3144
127	5128
127	1757
127	1907
128	6466
128	813
128	3577
129	978
129	1220
129	5408
130	984
130	1730
130	7803
131	7975
131	6213
131	3881
132	2245
132	2432
132	1945
133	1505
133	5060
133	4168
134	2067
134	3684
134	1882
135	4341
135	390
135	386
136	46
