1	8175
2	7919
2	3567
3	3302
3	6988
3	4122
4	4546
4	3563
4	3234
5	5832
5	852
5	6293
6	498
6	275
6	4675
7	5756
7	7751
7	711
8	3896
8	704
8	3777
9	6872
9	2150
9	3786
10	7025
10	4751
10	7048
11	5142
11	5504
11	3467
12	1602
12	2661
12	4282
13	7266
13	657
13	2978
14	1480
14	587
14	1788
15	5823
15	699
15	3692
16	5427
16	2158
16	3922
17	1146
17	3100
17	3554
18	3081
18	3231
18	5781
19	8176
19	7936
19	3856
20	24
20	408
20	6936
21	3238
21	5900
21	2008
22	1372
22	6942
22	3340
23	7634
23	6913
23	2847
24	7444
24	3683
24	5274
25	7748
25	660
25	3029
26	2347
26	7135
26	6621
27	6074
27	4966
27	2512
28	1749
28	5160
28	5810
29	478
29	8126
29	7086
30	5788
30	104
30	1768
31	5483
31	3110
31	3724
32	5971
32	3215
32	5509
33	3552
33	3047
33	2653
34	4146
34	4954
34	2308
35	6472
35	3541
35	2860
36	7665
36	7440
36	3615
37	4118
37	4478
37	2407
38	8155
38	7579
38	5978
39	3334
39	7532
39	5179
40	6133
40	5969
40	3181
41	4931
41	1917
41	8016
42	5216
42	6762
42	280
43	4760
43	7201
43	7743
44	575
44	1584
44	2355
45	7271
45	742
45	4423
46	1472
46	451
46	7667
47	7474
47	4193
47	5753
48	7700
48	8035
48	5539
49	4062
49	3526
49	2605
50	3330
50	7464
50	4023
51	2863
51	7716
51	116
52	1972
52	760
52	4729
53	6674
53	6975
53	3901
54	789
54	5222
54	6864
55	2014
55	1474
55	485
56	54
56	918
56	7415
57	3190
57	5084
57	4518
58	3087
58	3333
58	7515
59	4890
59	1220
59	4358
60	367
60	6239
60	7771
61	1051
61	1485
61	672
62	3233
62	5815
62	563
63	1380
63	7078
63	5652
64	5983
64	3419
64	786
65	5171
65	5997
65	3657
66	4832
66	234
66	3978
67	2098
67	2902
67	188
68	3196
68	5186
68	6252
69	7992
69	4808
69	8017
70	5233
70	7051
70	5193
71	6371
71	1824
71	6435
72	2912
72	358
72	6086
73	5170
73	5980
73	3368
74	8110
74	6814
74	1164
75	3406
75	565
75	1414
76	7656
76	7287
76	1014
77	856
77	6361
77	1654
78	3545
78	2928
78	630
79	2519
79	1868
79	7183
80	7437
80	3564
80	3251
81	6121
81	5765
81	7904
82	3312
82	7158
82	7012
83	4530
83	3291
83	6801
84	943
84	7840
84	2224
85	5044
85	3838
85	7909
86	3397
86	412
86	7004
87	4394
87	979
87	261
88	4437
88	1710
88	4497
89	2730
89	5455
89	2634
90	3823
90	7654
90	7253
91	436
91	7412
91	3139
92	4217
92	6161
92	6445
93	3082
93	3248
93	6070
94	4898
94	1356
94	6670
95	6907
95	2745
95	5710
96	6969
96	3799
96	7246
97	317
97	5389
97	1512
98	1131
98	2845
98	7410
99	3105
99	3639
99	4526
100	3223
100	5645
100	5864
101	1396
101	7350
101	2085
102	2681
102	4622
102	4855
103	625
103	2434
103	423
104	7191
104	7573
104	5876
105	1600
105	2627
105	3704
106	5631
106	5626
106	5541
107	4096
107	4104
107	4240
108	6552
108	4901
108	1407
109	7537
109	5264
109	7578
110	5961
110	3045
110	2619
111	3568
111	3319
111	7277
112	844
112	6157
112	6377
113	1926
113	8169
113	7817
114	1833
114	6588
114	5513
115	3620
115	4203
115	5923
116	2399
116	8019
116	5267
117	7629
117	6828
117	1402
118	7452
118	3819
118	7586
119	6097
119	5357
119	968
120	74
120	1258
120	5004
121	3158
121	4540
121	3461
122	1500
122	927
122	7568
123	5791
123	155
123	2635
124	3840
124	7943
124	3975
125	2047
125	2035
125	1831
126	6554
126	4935
126	1985
127	981
127	295
127	5015
128	3345
128	7719
128	167
129	2839
129	7308
129	1371
130	6925
130	3051
130	2721
131	5302
131	33
131	561
132	1346
132	6500
132	4017
133	2761
133	5982
133	3402
134	497
134	258
134	4386
135	843
135	6140
135	6088
136	5204
136	6558
136	5003
137	3141
137	4251
137	6739
138	8080
138	6304
138	685
139	3454
139	1381
139	7095
140	5941
140	2705
140	5030
141	3600
141	3863
141	143
142	2431
142	372
142	6324
143	1025
143	1043
143	1349
144	6551
144	4884
144	1118
145	2624
145	3653
145	4764
146	7269
146	708
146	3845
147	8028
147	5420
147	2039
148	1899
148	7710
148	14
149	238
149	4046
149	3254
150	6172
150	6632
150	6261
151	8145
151	7409
151	3088
152	3350
152	7804
152	1612
153	2831
153	7172
153	7250
154	385
154	6545
154	4782
155	7575
155	5910
155	2178
156	4262
156	6926
156	3068
157	3010
157	2024
157	1644
158	3375
158	38
158	646
159	2791
159	6492
159	3881
160	449
160	7633
160	6896
161	2558
161	2531
161	2072
162	2460
162	865
162	6514
163	4255
163	6807
163	1045
164	1383
164	7129
164	6519
165	4340
165	61
165	1037
166	1247
166	4817
166	8170
167	7834
167	2122
167	3310
168	7124
168	6434
168	2895
169	69
169	1173
169	3559
170	3166
170	4676
170	5773
171	8040
171	5624
171	5507
172	3518
172	2469
172	1018
173	924
173	7517
173	4924
174	1798
174	5993
174	3589
175	3676
175	5155
175	5725
176	7224
176	8134
176	7222
177	8100
177	6644
177	6465
178	3422
178	837
178	6038
179	4354
179	299
179	5083
180	4501
180	2798
180	6611
181	5904
181	2076
181	2528
182	2021
182	1593
182	2508
183	1681
183	4004
183	2540
184	2225
184	5061
184	4127
185	4631
185	5008
185	3226
186	5696
186	6731
186	7944
187	3992
187	2336
187	6948
188	3442
188	1177
188	3627
189	4322
189	7946
189	4026
190	2914
190	392
190	6664
191	6805
191	1011
191	805
192	5494
192	3297
192	6903
193	2677
193	4554
193	3699
194	5546
194	4181
194	5549
195	4232
195	6416
195	2589
196	3058
196	2840
196	7325
197	1660
197	3647
197	4662
198	5535
198	3994
198	2370
199	7526
199	5077
199	4399
200	1064
200	1706
200	4429
201	1574
201	2185
201	4381
202	758
202	4695
202	6096
203	5340
203	679
203	3352
204	7838
204	2190
204	4466
205	2203
205	4687
205	5960
206	3028
206	2330
206	6846
207	1708
207	4463
207	2152
208	3820
208	7603
208	6386
209	2079
209	2579
209	2888
210	8141
210	7341
210	1932
211	80
211	1360
211	6738
212	8063
212	6015
212	3963
213	1843
213	6758
213	212
214	3604
214	3931
214	1299
215	5701
215	6816
215	1198
216	3984
216	2200
216	4636
217	5093
217	4671
217	5688
218	6595
218	5632
218	5643
219	5830
219	818
219	5715
220	7054
220	5244
220	7238
221	181
221	3077
221	3163
222	4625
222	4906
222	1492
223	791
223	5256
223	7442
224	3649
224	4696
224	6113
225	5629
225	5592
225	4963
226	2461
226	882
226	6803
227	977
227	227
227	3859
228	75
228	1275
228	5293
229	8071
229	6151
229	6275
230	192
230	3264
230	6342
231	1331
231	6245
231	7873
232	2785
232	6390
232	2147
233	3735
233	6158
233	6394
234	2215
234	4891
234	1237
235	4647
235	5280
235	7850
236	2394
236	7934
236	3822
237	7637
237	6964
237	3714
238	5801
238	325
238	5525
239	3824
239	7671
239	7542
240	5349
240	832
240	5953
241	2909
241	307
241	5219
242	6813
242	1147
242	3117
243	3843
243	7994
243	4842
244	404
244	6868
244	2082
245	2630
245	3755
245	6498
246	3983
246	2183
246	4347
247	180
247	3060
247	2874
248	7903
